Table 1.10 Civilians Ages Under 5 Years Living in the Community for the United States and States, by Disability Status: 2021
State,Total,"Disability: Count","Disability: % [1]","No Disability: Count","No Disability: % [2]"
OH,21739,6730,31.0,15009,69.0
OK,28120,12184,43.3,15936,56.7
OR,16158,5861,36.3,10297,63.7
PA,16368,4956,30.3,11412,69.7
RI,1118,642,57.4,476,42.6
SC,15167,4554,30.0,10613,70.0
SD,3214,941,29.3,2273,70.7
TN,15926,5967,37.5,9959,62.5
TX,60020,20301,33.8,39719,66.2
UT,5610,1893,33.7,3717,66.3
VT,1009,130,12.9,879,87.1
VA,31300,6634,21.2,24666,78.8
WA,38018,10384,27.3,27634,72.7
WV,2401,897,37.4,1504,62.6
WI,11947,3015,25.2,8932,74.8
WY,2021,365,18.1,1656,81.9

Table 8.11 Hispanic Civilian Veterans Living in the Community for the United States and States, by Disability Status: 2021
State,Total,"Disability: Count","Disability: % [1]","No Disability: Count","No Disability: % [2]"
US,1348481,365392,27.1,983089,72.9
AL,6475,1627,25.1,4848,74.9
AK,2674,912,34.1,1762,65.9
AZ,67550,16905,25.0,50645,75.0
AR,4975,655,13.2,4320,86.8
CA,264634,70493,26.6,194141,73.4
CO,43594,11175,25.6,32419,74.4
CT,7332,1471,20.1,5861,79.9
DE,2431,550,22.6,1881,77.4
DC,1319,786,59.6,533,40.4
FL,137609,35837,26.0,101772,74.0
GA,25415,6487,25.5,18928,74.5
HI,4848,734,15.1,4114,84.9
ID,4708,2608,55.4,2100,44.6
IL,29902,7203,24.1,22699,75.9
IN,9713,2666,27.4,7047,72.6
IA,4937,493,10.0,4444,90.0
KS,7861,2076,26.4,5785,73.6
KY,3544,527,14.9,3017,85.1
LA,6072,1166,19.2,4906,80.8
ME,1496,787,52.6,709,47.4
MD,16895,2848,16.9,14047,83.1
MA,12240,3669,30.0,8571,70.0
MI,11838,2116,17.9,9722,82.1
MN,4847,2347,48.4,2500,51.6
MS,2201,511,23.2,1690,76.8
MO,9007,1693,18.8,7314,81.2
MT,2584,456,17.6,2128,82.4
NE,4455,1152,25.9,3303,74.1
NV,20563,6142,29.9,14421,70.1
NH,1963,195,9.9,1768,90.1
NJ,28261,6354,22.5,21907,77.5
NM,39723,15160,38.2,24563,61.8
NY,64571,18023,27.9,46548,72.1
NC,25094,6860,27.3,18234,72.7
ND,939,40,4.3,899,95.7
OH,12670,3055,24.1,9615,75.9
OK,10786,2420,22.4,8366,77.6
OR,12380,3019,24.4,9361,75.6
PA,22493,7752,34.5,14741,65.5
RI,2249,268,11.9,1981,88.1
SC,11459,2747,24.0,8712,76.0
SD,469,76,16.2,393,83.8
TN,9405,2300,24.5,7105,75.5
TX,300516,92553,30.8,207963,69.2
UT,7376,1733,23.5,5643,76.5
VT,615,51,8.3,564,91.7
VA,36618,6340,17.3,30278,82.7
WA,26645,5844,21.9,20801,78.1
WV,817,222,27.2,595,72.8
WI,9066,3334,36.8,5732,63.2
WY,2647,954,36.0,1693,64.0

Table 8.12 Male Civilian Veterans Living in the Community for the United States and States, by Disability Status: 2021
State,Total,"Disability: Count","Disability: % [1]","No Disability: Count","No Disability: % [2]"
US,14666037,4516693,30.8,10149344,69.2
AL,276607,94193,34.1,182414,65.9
AK,45784,14437,31.5,31347,68.5
AZ,408254,123336,30.2,284918,69.8
AR,157639,57528,36.5,100111,63.5
CA,1213876,371729,30.6,842147,69.4
CO,300875,85540,28.4,215335,71.6
CT,131361,37651,28.7,93710,71.3
DE,50240,15594,31.0,34646,69.0
DC,15761,5265,33.4,10496,66.6
FL,1195039,380235,31.8,814804,68.2
GA,506313,153621,30.3,352692,69.7
HI,73795,22642,30.7,51153,69.3
ID,108817,37899,34.8,70918,65.2
IL,445849,132720,29.8,313129,70.2
IN,306185,100714,32.9,205471,67.1
IA,149247,43543,29.2,105704,70.8
KS,129448,41175,31.8,88273,68.2
KY,203175,76318,37.6,126857,62.4
LA,201713,66438,32.9,135275,67.1
ME,83234,23500,28.2,59734,71.8
MD,283163,69867,24.7,213296,75.3
MA,216130,69025,31.9,147105,68.1
MI,427933,131609,30.8,296324,69.2
MN,241919,68526,28.3,173393,71.7
MS,138989,47721,34.3,91268,65.7
MO,323835,107813,33.3,216022,66.7
MT,75026,25204,33.6,49822,66.4
NE,92337,28347,30.7,63990,69.3
NV,169678,57560,33.9,112118,66.1
NH,79452,20212,25.4,59240,74.6
NJ,256393,72696,28.4,183697,71.6
NM,117869,39974,33.9,77895,66.1
NY,555732,163642,29.4,392090,70.6
NC,545047,168435,30.9,376612,69.1
ND,31764,9258,29.1,22506,70.9
OH,561240,170533,30.4,390707,69.6
OK,212890,80680,37.9,132210,62.1
OR,232303,82402,35.5,149901,64.5
PA,585057,171227,29.3,413830,70.7
RI,42382,14713,34.7,27669,65.3
SC,307351,89112,29.0,218239,71.0
SD,52111,15829,30.4,36282,69.6
TN,346313,120131,34.7,226182,65.3
TX,1242278,383618,30.9,858660,69.1
UT,106025,30043,28.3,75982,71.7
VT,24560,6398,26.1,18162,73.9
VA,547004,127081,23.2,419923,76.8
WA,431842,135201,31.3,296641,68.7
WV,100478,37241,37.1,63237,62.9
WI,278129,75779,27.2,202350,72.8
WY,37595,12738,33.9,24857,66.1

Table 8.13 Female Civilian Veterans Living in the Community for the United States and States, by Disability Status: 2021
State,Total,"Disability: Count","Disability: % [1]","No Disability: Count","No Disability: % [2]"
US,1660078,390790,23.5,1269288,76.5
AL,34161,8399,24.6,25762,75.4
AK,9353,2331,24.9,7022,75.1
AZ,43902,9161,20.9,34741,79.1
AR,18082,4761,26.3,13321,73.7
CA,117827,26850,22.8,90977,77.2
CO,45382,9466,20.9,35916,79.1
CT,10322,2554,24.7,7768,75.3
DE,5843,2391,40.9,3452,59.1
DC,2806,379,13.5,2427,86.5
FL,146928,39343,26.8,107585,73.2
GA,79869,23924,30.0,55945,70.0
HI,10299,2015,19.6,8284,80.4
ID,13138,3827,29.1,9311,70.9
IL,40848,9151,22.4,31697,77.6
IN,24521,7334,29.9,17187,70.1
IA,13526,2630,19.4,10896,80.6
KS,14853,3602,24.3,11251,75.7
KY,27446,8147,29.7,19299,70.3
LA,20728,6123,29.5,14605,70.5
ME,7728,2033,26.3,5695,73.7
MD,48349,9271,19.2,39078,80.8
MA,17955,4286,23.9,13669,76.1
MI,41028,10772,26.3,30256,73.7
MN,19393,4253,21.9,15140,78.1
MS,14758,3465,23.5,11293,76.5
MO,27525,6244,22.7,21281,77.3
MT,7594,790,10.4,6804,89.6
NE,11153,2279,20.4,8874,79.6
NV,20819,4684,22.5,16135,77.5
NH,8842,1772,20.0,7070,80.0
NJ,22327,5525,24.7,16802,75.3
NM,12597,3235,25.7,9362,74.3
NY,51409,9713,18.9,41696,81.1
NC,74111,17662,23.8,56449,76.2
ND,6524,1746,26.8,4778,73.2
OH,48990,10079,20.6,38911,79.4
OK,25161,7079,28.1,18082,71.9
OR,24738,5910,23.9,18828,76.1
PA,46299,12060,26.0,34239,74.0
RI,2707,586,21.6,2121,78.4
SC,39836,9242,23.2,30594,76.8
SD,4933,1437,29.1,3496,70.9
TN,37757,8484,22.5,29273,77.5
TX,159506,35626,22.3,123880,77.7
UT,7791,1840,23.6,5951,76.4
VT,2057,534,26.0,1523,74.0
VA,91212,16315,17.9,74897,82.1
WA,57211,13249,23.2,43962,76.8
WV,6108,1946,31.9,4162,68.1
WI,30035,4729,15.7,25306,84.3
WY,3791,1556,41.0,2235,59.0

Table 8.14 Civilian Veterans Living in the Community for the United States and States - Hearing Disability: 2021
State,Total,Disability,"Hearing: Count","Hearing: Total (%) [1]","Hearing: Disability (%) [2]"
US,16326115,4907117,2470883,15.1,50.4
AL,310768,102592,50728,16.3,49.4
AK,55137,16768,9863,17.9,58.8
AZ,452156,132497,73197,16.2,55.2
AR,175721,62289,30749,17.5,49.4
CA,1331703,398512,199851,15.0,50.1
CO,346257,95006,53491,15.4,56.3
CT,141683,40205,20013,14.1,49.8
DE,56083,17985,8345,14.9,46.4
DC,18567,5644,1262,6.8,22.4
FL,1341967,419578,204878,15.3,48.8
GA,586182,177545,77583,13.2,43.7
HI,84094,24657,13627,16.2,55.3
ID,121955,41726,25330,20.8,60.7
IL,486697,141871,67879,13.9,47.8
IN,330706,107992,57419,17.4,53.2
IA,162773,46173,26658,16.4,57.7
KS,144301,44534,23407,16.2,52.6
KY,230621,84465,41901,18.2,49.6
LA,222441,72561,36069,16.2,49.7
ME,90962,25533,14119,15.5,55.3
MD,331512,79138,32490,9.8,41.1
MA,234085,73311,38016,16.2,51.9
MI,468961,142381,73506,15.7,51.6
MN,261312,72779,43198,16.5,59.4
MS,153747,51186,22221,14.5,43.4
MO,351360,114057,60417,17.2,53.0
MT,82620,25994,14804,17.9,57.0
NE,103490,30626,17083,16.5,55.8
NV,190497,62244,30939,16.2,49.7
NH,88294,21984,10857,12.3,49.4
NJ,278720,78221,36893,13.2,47.2
NM,130466,43209,22358,17.1,51.7
NY,607141,173355,79741,13.1,46.0
NC,619158,186097,85633,13.8,46.0
ND,38288,11004,5279,13.8,48.0
OH,610230,180612,93716,15.4,51.9
OK,238051,87759,49409,20.8,56.3
OR,257041,88312,45779,17.8,51.8
PA,631356,183287,90175,14.3,49.2
RI,45089,15299,8427,18.7,55.1
SC,347187,98354,43534,12.5,44.3
SD,57044,17266,9316,16.3,54.0
TN,384070,128615,68131,17.7,53.0
TX,1401784,419244,211236,15.1,50.4
UT,113816,31883,17080,15.0,53.6
VT,26617,6932,3241,12.2,46.8
VA,638216,143396,64420,10.1,44.9
WA,489053,148450,81572,16.7,54.9
WV,106586,39187,22172,20.8,56.6
WI,308164,80508,44487,14.4,55.3
WY,41386,14294,8384,20.3,58.7

Table 8.15 Civilian Veterans Living in the Community for the United States and States - Vision Disability: 2021
State,Total,Disability,"Vision: Count","Vision: Total (%) [1]","Vision: Disability (%) [2]"
US,16326115,4907117,789345,4.8,16.1
AL,310768,102592,16941,5.5,16.5
AK,55137,16768,2427,4.4,14.5
AZ,452156,132497,20333,4.5,15.3
AR,175721,62289,11161,6.4,17.9
CA,1331703,398512,67740,5.1,17.0
CO,346257,95006,13341,3.9,14.0
CT,141683,40205,7074,5.0,17.6
DE,56083,17985,2964,5.3,16.5
DC,18567,5644,940,5.1,16.7
FL,1341967,419578,67028,5.0,16.0
GA,586182,177545,32104,5.5,18.1
HI,84094,24657,3017,3.6,12.2
ID,121955,41726,5621,4.6,13.5
IL,486697,141871,24189,5.0,17.0
IN,330706,107992,16810,5.1,15.6
IA,162773,46173,5909,3.6,12.8
KS,144301,44534,6730,4.7,15.1
KY,230621,84465,15457,6.7,18.3
LA,222441,72561,13522,6.1,18.6
ME,90962,25533,3890,4.3,15.2
MD,331512,79138,10856,3.3,13.7
MA,234085,73311,9501,4.1,13.0
MI,468961,142381,19647,4.2,13.8
MN,261312,72779,9548,3.7,13.1
MS,153747,51186,10774,7.0,21.0
MO,351360,114057,16504,4.7,14.5
MT,82620,25994,4117,5.0,15.8
NE,103490,30626,3699,3.6,12.1
NV,190497,62244,11062,5.8,17.8
NH,88294,21984,3536,4.0,16.1
NJ,278720,78221,12531,4.5,16.0
NM,130466,43209,8415,6.4,19.5
NY,607141,173355,24943,4.1,14.4
NC,619158,186097,29078,4.7,15.6
ND,38288,11004,2060,5.4,18.7
OH,610230,180612,27319,4.5,15.1
OK,238051,87759,15863,6.7,18.1
OR,257041,88312,12058,4.7,13.7
PA,631356,183287,30191,4.8,16.5
RI,45089,15299,1325,2.9,8.7
SC,347187,98354,16696,4.8,17.0
SD,57044,17266,1774,3.1,10.3
TN,384070,128615,23082,6.0,17.9
TX,1401784,419244,74775,5.3,17.8
UT,113816,31883,5346,4.7,16.8
VT,26617,6932,1039,3.9,15.0
VA,638216,143396,23061,3.6,16.1
WA,489053,148450,22709,4.6,15.3
WV,106586,39187,6414,6.0,16.4
WI,308164,80508,11959,3.9,14.9
WY,41386,14294,2265,5.5,15.8

Table 8.16 Civilian Veterans Living in the Community for the United States and States - Cognitive Disability: 2021
State,Total,Disability,"Cognitive: Count","Cognitive: Total (%) [1]","Cognitive: Disability (%) [2]"
US,16326115,4907117,1394914,8.5,28.4
AL,310768,102592,27474,8.8,26.8
AK,55137,16768,4497,8.2,26.8
AZ,452156,132497,34687,7.7,26.2
AR,175721,62289,18727,10.7,30.1
CA,1331703,398512,118231,8.9,29.7
CO,346257,95006,28981,8.4,30.5
CT,141683,40205,11258,7.9,28.0
DE,56083,17985,4021,7.2,22.4
DC,18567,5644,2816,15.2,49.9
FL,1341967,419578,121217,9.0,28.9
GA,586182,177545,57696,9.8,32.5
HI,84094,24657,7544,9.0,30.6
ID,121955,41726,10516,8.6,25.2
IL,486697,141871,34808,7.2,24.5
IN,330706,107992,29431,8.9,27.3
IA,162773,46173,10540,6.5,22.8
KS,144301,44534,13088,9.1,29.4
KY,230621,84465,23641,10.3,28.0
LA,222441,72561,20263,9.1,27.9
ME,90962,25533,6169,6.8,24.2
MD,331512,79138,19917,6.0,25.2
MA,234085,73311,18887,8.1,25.8
MI,468961,142381,34583,7.4,24.3
MN,261312,72779,20534,7.9,28.2
MS,153747,51186,17474,11.4,34.1
MO,351360,114057,32927,9.4,28.9
MT,82620,25994,6690,8.1,25.7
NE,103490,30626,7558,7.3,24.7
NV,190497,62244,19533,10.3,31.4
NH,88294,21984,5784,6.6,26.3
NJ,278720,78221,20305,7.3,26.0
NM,130466,43209,12240,9.4,28.3
NY,607141,173355,44883,7.4,25.9
NC,619158,186097,61019,9.9,32.8
ND,38288,11004,2204,5.8,20.0
OH,610230,180612,46702,7.7,25.9
OK,238051,87759,24091,10.1,27.5
OR,257041,88312,33630,13.1,38.1
PA,631356,183287,48181,7.6,26.3
RI,45089,15299,4679,10.4,30.6
SC,347187,98354,29530,8.5,30.0
SD,57044,17266,3824,6.7,22.1
TN,384070,128615,35870,9.3,27.9
TX,1401784,419244,128275,9.2,30.6
UT,113816,31883,9178,8.1,28.8
VT,26617,6932,1620,6.1,23.4
VA,638216,143396,38986,6.1,27.2
WA,489053,148450,43930,9.0,29.6
WV,106586,39187,11058,10.4,28.2
WI,308164,80508,21109,6.8,26.2
WY,41386,14294,4108,9.9,28.7

Table 8.17 Civilian Veterans Living in the Community for the United States and States - Ambulatory Disability: 2021
State,Total,Disability,"Ambulatory: Count","Ambulatory: Total (%) [1]","Ambulatory: Disability (%) [2]"
US,16326115,4907117,2500616,15.3,51.0
AL,310768,102592,56798,18.3,55.4
AK,55137,16768,6554,11.9,39.1
AZ,452156,132497,64997,14.4,49.1
AR,175721,62289,33520,19.1,53.8
CA,1331703,398512,205779,15.5,51.6
CO,346257,95006,42036,12.1,44.2
CT,141683,40205,19482,13.8,48.5
DE,56083,17985,10202,18.2,56.7
DC,18567,5644,2466,13.3,43.7
FL,1341967,419578,216605,16.1,51.6
GA,586182,177545,96983,16.5,54.6
HI,84094,24657,11718,13.9,47.5
ID,121955,41726,18289,15.0,43.8
IL,486697,141871,75704,15.6,53.4
IN,330706,107992,52889,16.0,49.0
IA,162773,46173,22075,13.6,47.8
KS,144301,44534,20954,14.5,47.1
KY,230621,84465,46353,20.1,54.9
LA,222441,72561,36924,16.6,50.9
ME,90962,25533,10525,11.6,41.2
MD,331512,79138,42173,12.7,53.3
MA,234085,73311,38874,16.6,53.0
MI,468961,142381,73556,15.7,51.7
MN,261312,72779,31370,12.0,43.1
MS,153747,51186,30850,20.1,60.3
MO,351360,114057,52826,15.0,46.3
MT,82620,25994,12177,14.7,46.8
NE,103490,30626,15116,14.6,49.4
NV,190497,62244,33891,17.8,54.4
NH,88294,21984,10811,12.2,49.2
NJ,278720,78221,44586,16.0,57.0
NM,130466,43209,21790,16.7,50.4
NY,607141,173355,92083,15.2,53.1
NC,619158,186097,91359,14.8,49.1
ND,38288,11004,5383,14.1,48.9
OH,610230,180612,92367,15.1,51.1
OK,238051,87759,45629,19.2,52.0
OR,257041,88312,43469,16.9,49.2
PA,631356,183287,98240,15.6,53.6
RI,45089,15299,7436,16.5,48.6
SC,347187,98354,51125,14.7,52.0
SD,57044,17266,7733,13.6,44.8
TN,384070,128615,68602,17.9,53.3
TX,1401784,419244,215819,15.4,51.5
UT,113816,31883,14786,13.0,46.4
VT,26617,6932,2651,10.0,38.2
VA,638216,143396,74251,11.6,51.8
WA,489053,148450,69186,14.1,46.6
WV,106586,39187,21540,20.2,55.0
WI,308164,80508,33788,11.0,42.0
WY,41386,14294,6296,15.2,44.0

Table 8.18 Civilian Veterans Living in the Community for the United States and States - Self-Care Disability: 2021
State,Total,Disability,"Self-Care: Count","Self-Care: Total (%) [1]","Self-Care: Disability (%) [2]"
US,16326115,4907117,834829,5.1,17.0
AL,310768,102592,16144,5.2,15.7
AK,55137,16768,2173,3.9,13.0
AZ,452156,132497,19132,4.2,14.4
AR,175721,62289,11400,6.5,18.3
CA,1331703,398512,74051,5.6,18.6
CO,346257,95006,14144,4.1,14.9
CT,141683,40205,7240,5.1,18.0
DE,56083,17985,2492,4.4,13.9
DC,18567,5644,906,4.9,16.1
FL,1341967,419578,72836,5.4,17.4
GA,586182,177545,34328,5.9,19.3
HI,84094,24657,3157,3.8,12.8
ID,121955,41726,6568,5.4,15.7
IL,486697,141871,25332,5.2,17.9
IN,330706,107992,17848,5.4,16.5
IA,162773,46173,6826,4.2,14.8
KS,144301,44534,7772,5.4,17.5
KY,230621,84465,15188,6.6,18.0
LA,222441,72561,13570,6.1,18.7
ME,90962,25533,3489,3.8,13.7
MD,331512,79138,15035,4.5,19.0
MA,234085,73311,14096,6.0,19.2
MI,468961,142381,24460,5.2,17.2
MN,261312,72779,9170,3.5,12.6
MS,153747,51186,9756,6.3,19.1
MO,351360,114057,15332,4.4,13.4
MT,82620,25994,3575,4.3,13.8
NE,103490,30626,3137,3.0,10.2
NV,190497,62244,12503,6.6,20.1
NH,88294,21984,3183,3.6,14.5
NJ,278720,78221,15122,5.4,19.3
NM,130466,43209,7409,5.7,17.1
NY,607141,173355,34018,5.6,19.6
NC,619158,186097,31908,5.2,17.1
ND,38288,11004,2243,5.9,20.4
OH,610230,180612,31060,5.1,17.2
OK,238051,87759,12801,5.4,14.6
OR,257041,88312,17630,6.9,20.0
PA,631356,183287,29886,4.7,16.3
RI,45089,15299,2656,5.9,17.4
SC,347187,98354,18350,5.3,18.7
SD,57044,17266,1505,2.6,8.7
TN,384070,128615,20317,5.3,15.8
TX,1401784,419244,71447,5.1,17.0
UT,113816,31883,3893,3.4,12.2
VT,26617,6932,952,3.6,13.7
VA,638216,143396,25763,4.0,18.0
WA,489053,148450,21171,4.3,14.3
WV,106586,39187,7956,7.5,20.3
WI,308164,80508,12153,3.9,15.1
WY,41386,14294,1746,4.2,12.2

Table 8.19 Civilian Veterans Living in the Community for the United States and States - Independent Living Disability: 2021
State,Total,Disability,"Independent Living: Count","Independent Living: Total (%) [1]","Independent Living: Disability (%) [2]"
US,16326115,4907117,1471221,9.0,30.0
AL,310768,102592,26795,8.6,26.1
AK,55137,16768,3949,7.2,23.6
AZ,452156,132497,36389,8.0,27.5
AR,175721,62289,18667,10.6,30.0
CA,1331703,398512,133668,10.0,33.5
CO,346257,95006,26986,7.8,28.4
CT,141683,40205,13695,9.7,34.1
DE,56083,17985,4842,8.6,26.9
DC,18567,5644,1586,8.5,28.1
FL,1341967,419578,124533,9.3,29.7
GA,586182,177545,54337,9.3,30.6
HI,84094,24657,6277,7.5,25.5
ID,121955,41726,11375,9.3,27.3
IL,486697,141871,45647,9.4,32.2
IN,330706,107992,31262,9.5,28.9
IA,162773,46173,11238,6.9,24.3
KS,144301,44534,11990,8.3,26.9
KY,230621,84465,26849,11.6,31.8
LA,222441,72561,22185,10.0,30.6
ME,90962,25533,7079,7.8,27.7
MD,331512,79138,24594,7.4,31.1
MA,234085,73311,23976,10.2,32.7
MI,468961,142381,43506,9.3,30.6
MN,261312,72779,18737,7.2,25.7
MS,153747,51186,16303,10.6,31.9
MO,351360,114057,29941,8.5,26.3
MT,82620,25994,5622,6.8,21.6
NE,103490,30626,8621,8.3,28.1
NV,190497,62244,20589,10.8,33.1
NH,88294,21984,7034,8.0,32.0
NJ,278720,78221,27850,10.0,35.6
NM,130466,43209,12248,9.4,28.3
NY,607141,173355,61727,10.2,35.6
NC,619158,186097,56350,9.1,30.3
ND,38288,11004,3518,9.2,32.0
OH,610230,180612,52071,8.5,28.8
OK,238051,87759,24282,10.2,27.7
OR,257041,88312,28927,11.3,32.8
PA,631356,183287,56916,9.0,31.1
RI,45089,15299,5539,12.3,36.2
SC,347187,98354,29226,8.4,29.7
SD,57044,17266,3057,5.4,17.7
TN,384070,128615,37671,9.8,29.3
TX,1401784,419244,124447,8.9,29.7
UT,113816,31883,9025,7.9,28.3
VT,26617,6932,2049,7.7,29.6
VA,638216,143396,41501,6.5,28.9
WA,489053,148450,40030,8.2,27.0
WV,106586,39187,12251,11.5,31.3
WI,308164,80508,20668,6.7,25.7
WY,41386,14294,3596,8.7,25.2

Table 9.3 Health Insurance Coverage Gap - Civilians Ages Under 18 Years Living in the Community for the United States and States: 2021
State,"Coverage (%): Disability","Coverage (%): No Disability","Gap (% pts) [1]"
US,96.3,94.8,1.5
AL,97.6,96.0,1.6
AK,96.1,93.0,3.1
AZ,93.3,91.7,1.6
AR,97.6,94.5,3.1
CA,97.0,96.7,0.3
CO,96.0,95.4,0.6
CT,97.8,97.7,0.1
DE,96.0,96.6,-0.6
DC,*,95.6,*
FL,94.2,92.8,1.4
GA,96.7,93.6,3.1
HI,99.8,97.6,2.2
ID,94.7,93.8,0.9
IL,98.4,97.1,1.3
IN,95.3,94.3,1.0
IA,99.2,96.6,2.6
KS,97.6,94.9,2.7
KY,95.4,96.6,-1.2
LA,97.9,96.2,1.7
ME,99.5,96.4,3.1
MD,97.1,95.6,1.5
MA,99.2,98.9,0.3
MI,98.5,96.8,1.7
MN,97.6,97.0,0.6
MS,97.4,93.8,3.6
MO,97.5,94.2,3.3
MT,95.3,92.1,3.2
NE,97.7,94.5,3.2
NV,93.0,91.4,1.6
NH,99.0,95.9,3.1
NJ,97.3,96.6,0.7
NM,99.0,93.3,5.7
NY,99.1,97.3,1.8
NC,95.8,94.8,1.0
ND,89.8,93.7,-3.9
OH,95.2,94.9,0.3
OK,93.7,93.2,0.5
OR,98.8,96.7,2.1
PA,98.0,95.6,2.4
RI,99.0,98.0,1.0
SC,96.1,95.0,1.1
SD,98.4,91.3,7.1
TN,97.1,95.2,1.9
TX,92.5,88.5,4.0
UT,95.0,91.9,3.1
VT,*,98.5,*
VA,95.1,95.7,-0.6
WA,98.0,96.8,1.2
WV,96.1,96.8,-0.7
WI,96.7,95.8,0.9
WY,99.0,89.9,9.1

Table 9.4 Health Insurance Coverage Gap - Civilians Ages 65 Years and Over Living in the Community for the United States and States: 2021
State,"Coverage (%): Disability","Coverage (%): No Disability","Gap (% pts) [1]"
US,99.4,99.1,0.3
AL,99.7,99.5,0.2
AK,99.1,95.8,3.3
AZ,99.5,99.2,0.3
AR,99.7,99.4,0.3
CA,99.1,98.8,0.3
CO,99.2,99.4,-0.2
CT,99.4,99.2,0.2
DE,99.9,99.4,0.5
DC,99.6,99.2,0.4
FL,99.3,98.8,0.5
GA,99.4,99.3,0.1
HI,98.9,99.3,-0.4
ID,99.8,99.3,0.5
IL,99.3,99.3,0.0
IN,99.2,99.5,-0.3
IA,99.9,99.9,0.0
KS,99.4,99.6,-0.2
KY,99.6,99.6,0.0
LA,99.3,99.3,0.0
ME,*,99.8,*
MD,99.5,99.0,0.5
MA,99.7,99.4,0.3
MI,99.8,99.5,0.3
MN,99.8,99.6,0.2
MS,99.8,99.5,0.3
MO,99.5,99.6,-0.1
MT,*,99.5,*
NE,99.3,99.5,-0.2
NV,99.1,98.5,0.6
NH,99.9,99.3,0.6
NJ,99.2,98.8,0.4
NM,99.3,98.9,0.4
NY,99.6,99.0,0.6
NC,99.7,99.2,0.5
ND,98.2,99.7,-1.5
OH,99.5,99.5,0.0
OK,99.6,99.3,0.3
OR,99.5,99.4,0.1
PA,99.6,99.4,0.2
RI,99.6,99.0,0.6
SC,99.6,99.3,0.3
SD,99.7,99.9,-0.2
TN,99.7,99.2,0.5
TX,98.6,97.9,0.7
UT,99.6,99.1,0.5
VT,99.8,100.0,-0.2
VA,99.4,99.1,0.3
WA,99.3,99.1,0.2
WV,99.6,99.7,-0.1
WI,99.7,99.5,0.2
WY,*,99.6,*

Table 9.5 Health Insurance Coverage - Civilians with Disabilities Under 18 Years Living in the Community for the United States and States, by Type of Coverage: 2021
State,"Coverage (%): Private","Coverage (%): Public","No Coverage (%) [1]"
US,43.9,61.4,3.7
AL,38.7,65.9,2.4
AK,33.7,87.3,3.9
AZ,43.6,59.4,6.7
AR,35.9,70.3,2.4
CA,44.8,61.0,3.0
CO,50.3,53.7,4.0
CT,42.6,58.1,2.2
DE,47.5,63.7,4.0
DC,50.2,52.3,*
FL,40.6,58.3,5.8
GA,39.9,63.8,3.3
HI,70.0,48.0,0.2
ID,50.8,53.1,5.3
IL,50.5,54.8,1.6
IN,38.6,65.1,4.7
IA,48.9,65.5,0.8
KS,44.6,59.5,2.4
KY,35.3,70.3,4.6
LA,28.8,74.7,2.1
ME,43.7,70.6,0.5
MD,49.5,54.8,2.9
MA,50.9,60.5,0.8
MI,44.4,65.0,1.5
MN,52.6,55.6,2.4
MS,29.1,76.4,2.6
MO,51.2,58.4,2.5
MT,33.3,71.2,4.7
NE,55.8,55.9,2.3
NV,44.2,60.2,7.0
NH,52.1,63.2,1.0
NJ,51.8,49.9,2.7
NM,31.7,76.5,1.0
NY,46.3,65.2,0.9
NC,44.2,58.2,4.2
ND,64.6,36.1,10.2
OH,39.3,63.4,4.8
OK,39.4,65.8,6.3
OR,37.9,68.8,1.2
PA,41.7,73.6,2.0
RI,42.5,66.7,1.0
SC,36.0,68.3,3.9
SD,54.7,55.9,1.6
TN,42.1,65.9,2.9
TX,41.3,56.8,7.5
UT,71.0,35.8,5.0
VT,31.4,84.6,*
VA,52.8,50.9,4.9
WA,51.0,55.7,2.0
WV,31.4,74.2,3.9
WI,53.6,59.2,3.3
WY,60.5,47.5,1.0

Table 9.6 Health Insurance Coverage - Civilians with Disabilities Ages 65 Years and Over Living in the Community for the United States and States, by Type of Coverage: 2021
State,"Coverage (%): Private","Coverage (%): Public","No Coverage (%) [1]"
US,52.5,97.8,0.6
AL,55.3,98.3,0.3
AK,43.6,96.9,0.9
AZ,52.2,98.3,0.5
AR,49.2,98.9,0.3
CA,42.7,97.0,0.9
CO,53.2,97.0,0.8
CT,51.1,97.2,0.6
DE,65.6,98.3,0.1
DC,56.2,95.7,0.4
FL,46.7,97.8,0.7
GA,52.0,97.9,0.6
HI,66.6,96.1,1.1
ID,55.3,99.1,0.2
IL,53.8,97.3,0.7
IN,55.0,98.0,0.8
IA,55.0,98.4,0.1
KS,58.0,98.0,0.6
KY,54.2,98.7,0.4
LA,46.0,96.9,0.7
ME,57.6,98.6,*
MD,64.9,97.2,0.5
MA,55.9,97.0,0.3
MI,65.1,98.8,0.2
MN,65.0,98.8,0.2
MS,48.8,98.8,0.2
MO,51.6,98.2,0.5
MT,58.7,98.0,*
NE,60.6,98.0,0.7
NV,44.1,97.3,0.9
NH,62.0,96.2,0.1
NJ,54.9,97.4,0.8
NM,49.6,97.7,0.7
NY,50.9,97.9,0.4
NC,54.7,98.8,0.3
ND,62.4,97.7,1.8
OH,54.0,97.9,0.5
OK,55.5,98.6,0.4
OR,54.0,98.4,0.5
PA,59.5,97.9,0.4
RI,51.5,98.1,0.4
SC,53.1,98.6,0.4
SD,57.9,98.9,0.3
TN,51.8,98.8,0.3
TX,46.7,97.0,1.4
UT,53.9,98.3,0.4
VT,60.4,97.5,0.2
