Table 1.1 Resident Population - States: 2018 to 2021
Geography,2018,2019,2020,2021
SD,Blind,150,35,115
SD,General,"1,305",529,776
TN,Combined,"3,648","1,518","2,130"
TX,Blind,"1,964",508,"1,456"
TX,General,"22,122","7,987","14,135"
UT,Combined,"3,986","2,018","1,968"
VT,Blind,102,21,81
VT,General,"2,890","1,316","1,574"
VA,Blind,316,119,197
VA,General,"7,248","3,188","4,060"
WA,Blind,321,156,165
WA,General,"4,743","1,694","3,049"
WV,Combined,"3,313","1,510","1,803"
WI,Combined,"8,374","3,759","4,615"
WY,Combined,"1,076",464,612
PR,Combined,"5,009","1,894","3,115"

Table 14.2 Vocational Rehabilitation - Number of Participants with Significant Disabilities Served and Employed by State Agency: 2016
State,"Agency Type","Number of Participants with Significant Disability: Served","Number of Participants with Significant Disability: Employed"
US,-,"313,844","175,542"
AL,Combined,"6,172","4,213"
AK,Combined,980,529
AZ,Combined,"3,492","1,467"
AR,Blind,451,304
AR,General,"3,277","2,340"
CA,Combined,"23,269","13,491"
CO,Combined,"3,874","2,382"
CT,Blind,151,105
CT,General,"2,676","1,511"
DE,Blind,39,29
DE,General,"1,887","1,174"
DC,Combined,"1,468",605
FL,Blind,"1,451",813
FL,General,"13,302","5,418"
GA,Combined,"5,769","3,715"
HI,Combined,826,434
ID,Blind,107,82
ID,General,"3,301","1,737"
IL,Combined,"11,296","5,696"
IN,Combined,"5,889","2,867"
IA,Blind,85,68
IA,General,"4,202","2,200"
KS,Combined,"2,374","1,093"
KY,Blind,337,249
KY,General,"10,181","5,150"
LA,Combined,"4,655","2,273"
ME,Blind,163,112
ME,General,"2,220",945
MD,Combined,"4,222","2,565"
MA,Blind,319,266
MA,General,"7,107","3,898"
MI,Blind,328,138
MI,General,"9,994","5,598"
MN,Blind,250,140
MN,General,"5,196","3,115"
MS,Combined,"5,423","3,304"
MO,Blind,326,272
MO,General,"8,416","5,013"
MT,Combined,"1,396",524
NE,Blind,142,67
NE,General,"2,277","1,569"
NV,Combined,"1,743",851
NH,Combined,"1,688",972
NJ,Blind,272,159
NJ,General,"6,211","3,803"
NM,Blind,52,22
NM,General,"2,117",771
NY,Blind,760,558
NY,General,"19,407","11,136"
NC,Blind,438,334
NC,General,"9,656","5,126"
ND,Combined,687,463
OH,Combined,"12,764","6,186"
OK,Combined,"3,697","1,956"
OR,Blind,114,60
OR,General,"4,581","2,975"
PA,Combined,"15,033","8,438"
RI,Combined,"1,053",648
SC,Blind,318,105
SC,General,"10,916","6,536"
SD,Blind,149,114
SD,General,"1,290",765
TN,Combined,"3,602","2,104"
TX,Blind,"1,961","1,453"
TX,General,"19,995","12,241"
UT,Combined,"3,827","1,867"
VT,Blind,102,81
VT,General,"2,886","1,571"
VA,Blind,315,196
VA,General,"7,246","4,060"
WA,Blind,318,162
WA,General,"4,669","2,997"
WV,Combined,"2,984","1,502"
WI,Combined,"8,366","4,608"
WY,Combined,982,553
PR,Combined,"4,355","2,698"

Table 14.3 Vocational Rehabilitation - Percent of Participants Employed at Closure by State Agency: 2016
State,"Agency Type","Percent Employed (%): All Participants","Percent Employed (%): Participants with Significant Disabilities"
US,-,56.8,55.9
AL,Combined,67.6,68.3
AK,Combined,54.7,54.0
AZ,Combined,42.0,42.0
AR,Blind,67.4,67.4
AR,General,71.8,71.4
CA,Combined,58.0,58.0
CO,Combined,62.7,61.5
CT,Blind,69.5,69.5
CT,General,57.5,56.5
DE,Blind,75.0,74.4
DE,General,62.4,62.2
DC,Combined,41.0,41.2
FL,Blind,56.0,56.0
FL,General,40.8,40.7
GA,Combined,65.0,64.4
HI,Combined,52.2,52.5
ID,Blind,77.1,76.6
ID,General,57.8,52.6
IL,Combined,50.4,50.4
IN,Combined,55.0,48.7
IA,Blind,80.0,80.0
IA,General,52.6,52.4
KS,Combined,46.7,46.0
KY,Blind,73.9,73.9
KY,General,50.6,50.6
LA,Combined,48.9,48.8
ME,Blind,68.7,68.7
ME,General,46.6,42.6
MD,Combined,60.8,60.8
MA,Blind,83.1,83.4
MA,General,54.9,54.8
MI,Blind,41.9,42.1
MI,General,59.6,56.0
MN,Blind,56.0,56.0
MN,General,59.9,59.9
MS,Combined,65.2,60.9
MO,Blind,83.5,83.4
MO,General,60.1,59.6
MT,Combined,38.9,37.5
NE,Blind,46.9,47.2
NE,General,68.1,68.9
NV,Combined,49.8,48.8
NH,Combined,58.9,57.6
NJ,Blind,61.7,58.5
NJ,General,61.2,61.2
NM,Blind,42.3,42.3
NM,General,37.7,36.4
NY,Blind,73.4,73.4
NY,General,57.5,57.4
NC,Blind,72.7,76.3
NC,General,54.0,53.1
ND,Combined,69.6,67.4
OH,Combined,50.2,48.5
OK,Combined,53.8,52.9
OR,Blind,52.6,52.6
OR,General,64.9,64.9
PA,Combined,56.1,56.1
RI,Combined,61.5,61.5
SC,Blind,33.0,33.0
SC,General,59.8,59.9
SD,Blind,76.7,76.5
SD,General,59.5,59.3
TN,Combined,58.4,58.4
TX,Blind,74.1,74.1
TX,General,63.9,61.2
UT,Combined,49.4,48.8
VT,Blind,79.4,79.4
VT,General,54.5,54.4
VA,Blind,62.3,62.2
VA,General,56.0,56.0
WA,Blind,51.4,50.9
WA,General,64.3,64.2
WV,Combined,54.4,50.3
WI,Combined,55.1,55.1
WY,Combined,56.9,56.3
PR,Combined,62.2,62.0

Table 14.4 Vocational Rehabilitation - Number of Participants Whose Primary Support is Own Income at Application and Closure by State Agency: 2016
State,"Agency Type","Number of Participants - Primary Support is Own Income: At Application","Number of Participants - Primary Support is Own Income: At Closure"
US,-,"51,370","150,645"
AL,Combined,731,"4,482"
AK,Combined,360,647
AZ,Combined,"1,129","2,044"
AR,Blind,256,310
AR,General,"1,510","2,520"
CA,Combined,"1,953","10,779"
CO,Combined,890,"2,397"
CT,Blind,81,101
CT,General,"1,104","1,698"
DE,Blind,7,22
DE,General,206,"1,206"
DC,Combined,362,683
FL,Blind,406,700
FL,General,"2,536","5,683"
GA,Combined,"1,021","3,805"
HI,Combined,150,"1,257"
ID,Blind,82,77
ID,General,"1,475","2,648"
IL,Combined,"1,308","4,070"
IN,Combined,"2,405","3,828"
IA,Blind,35,59
IA,General,737,"1,858"
KS,Combined,614,"1,365"
KY,Blind,190,241
KY,General,"3,685","5,689"
LA,Combined,897,"4,924"
ME,Blind,17,74
ME,General,496,"1,237"
MD,Combined,645,"2,148"
MA,Blind,137,198
MA,General,"1,576","3,820"
MI,Blind,74,113
MI,General,"1,855","12,390"
MN,Blind,70,133
MN,General,612,"2,732"
MS,Combined,"2,430","4,947"
MO,Blind,143,203
MO,General,"1,100","2,732"
MT,Combined,508,847
NE,Blind,50,69
NE,General,"1,219","2,425"
NV,Combined,321,"1,648"
NH,Combined,620,998
NJ,Blind,206,234
NJ,General,"1,355","6,625"
NM,Blind,18,29
NM,General,413,876
NY,Blind,296,457
NY,General,"1,787","7,499"
NC,Blind,332,368
NC,General,"2,520","5,888"
ND,Combined,316,640
OH,Combined,"1,746","5,730"
OK,Combined,672,"5,071"
OR,Blind,37,57
OR,General,948,"2,625"
PA,Combined,"4,280","8,707"
RI,Combined,195,570
SC,Blind,127,164
SC,General,"2,940","7,238"
SD,Blind,88,111
SD,General,406,859
TN,Combined,679,"1,806"
TX,Blind,"1,089","1,404"
TX,General,"9,049","16,034"
UT,Combined,"1,147","2,447"
VT,Blind,34,42
VT,General,788,"1,385"
VA,Blind,90,365
VA,General,615,"2,912"
WA,Blind,106,168
WA,General,950,"2,872"
WV,Combined,703,"1,580"
WI,Combined,"2,724","10,517"
WY,Combined,496,721
PR,Combined,245,"3,251"

Table 14.5 Vocational Rehabilitation - State Agencies with Individuals on Order of Selection at Fiscal Year-End: 2012 to 2016
State,"Agency Type","Federal Fiscal Year: 12","Federal Fiscal Year: 13","Federal Fiscal Year: 14","Federal Fiscal Year: 15","Federal Fiscal Year: 16"
AL,Combined,No,No,No,No,No
AK,Combined,No,No,No,No,No
AZ,Combined,Yes,Yes,Yes,Yes,Yes
AR,Blind,No,No,No,No,No
AR,General,Yes,Yes,Yes,Yes,No
CA,Combined,Yes,Yes,Yes,Yes,Yes
CO,Combined,Yes,Yes,Yes,Yes,No
CT,Blind,No,No,No,No,No
CT,General,Yes,Yes,Yes,Yes,No
DE,Blind,No,No,No,No,No
DE,General,Yes,Yes,Yes,Yes,Yes
DC,Combined,Yes,Yes,Yes,Yes,No
FL,Blind,No,No,No,No,No
FL,General,Yes,Yes,Yes,Yes,Yes
GA,Combined,Yes,Yes,Yes,Yes,Yes
HI,Combined,Yes,Yes,Yes,Yes,No
ID,Blind,No,No,No,No,No
ID,General,No,No,No,No,No
IL,Combined,Yes,Yes,Yes,Yes,Yes
IN,Combined,No,No,No,No,No
IA,Blind,No,No,No,No,No
IA,General,Yes,Yes,Yes,Yes,Yes
KS,Combined,Yes,Yes,Yes,Yes,Yes
KY,Blind,Yes,Yes,Yes,Yes,Yes
KY,General,Yes,Yes,Yes,Yes,Yes
LA,Combined,Yes,Yes,Yes,Yes,Yes
ME,Blind,No,No,No,No,No
ME,General,Yes,Yes,Yes,Yes,Yes
MD,Combined,Yes,Yes,Yes,Yes,Yes
MA,Blind,No,No,No,No,No
MA,General,No,No,No,No,No
MI,Blind,No,No,No,No,No
MI,General,No,No,No,No,No
MN,Blind,No,No,No,No,Yes
MN,General,Yes,Yes,Yes,Yes,Yes
MS,Combined,No,No,No,No,No
MO,Blind,No,No,No,No,No
MO,General,Yes,Yes,Yes,Yes,Yes
MT,Combined,No,No,No,No,Yes
NE,Blind,No,No,No,No,No
NE,General,Yes,Yes,Yes,Yes,No
NV,Combined,No,No,No,No,No
NH,Combined,No,No,No,No,No
NJ,Blind,No,No,No,No,No
NJ,General,Yes,Yes,Yes,Yes,Yes
NM,Blind,No,No,No,No,No
NM,General,Yes,Yes,Yes,Yes,Yes
NY,Blind,No,No,No,No,No
NY,General,No,No,No,No,No
NC,Blind,No,No,No,No,No
NC,General,No,No,No,No,No
ND,Combined,No,No,No,No,Yes
OH,Combined,Yes,Yes,Yes,Yes,No
OK,Combined,Yes,Yes,Yes,Yes,No
OR,Blind,Yes,Yes,Yes,Yes,No
OR,General,Yes,Yes,Yes,Yes,No
PA,Combined,Yes,Yes,Yes,Yes,Yes
RI,Combined,Yes,Yes,Yes,Yes,Yes
SC,Blind,No,No,No,No,No
SC,General,No,No,No,No,No
SD,Blind,No,No,No,No,No
SD,General,Yes,Yes,Yes,Yes,No
TN,Combined,Yes,Yes,Yes,Yes,Yes
TX,Blind,No,No,No,No,No
TX,General,No,No,No,No,No
UT,Combined,No,No,No,No,Yes
VT,Blind,No,No,No,No,No
VT,General,Yes,Yes,Yes,Yes,Yes
VA,Blind,Yes,Yes,Yes,Yes,Yes
VA,General,Yes,Yes,Yes,Yes,Yes
WA,Blind,No,No,No,No,No
WA,General,No,No,No,No,No
WV,Combined,No,No,No,No,Yes
WI,Combined,Yes,Yes,Yes,Yes,Yes
WY,Combined,No,No,No,No,No

Table 14.6 Vocational Rehabilitation - Average Hourly Wage of Employed Participants by State Agency:  2016
State,"Agency Type","Average Hourly Wage of Employed Workers ($)"
US,-,14.55
AL,Combined,12.10
AK,Combined,10.62
AZ,Combined,12.59
AR,Blind,11.37
AR,General,13.13
CA,Combined,11.80
CO,Combined,19.24
CT,Blind,14.08
CT,General,20.87
DE,Blind,10.98
DE,General,12.32
DC,Combined,10.70
FL,Blind,10.01
FL,General,13.96
GA,Combined,12.84
HI,Combined,12.00
ID,Blind,10.62
ID,General,14.38
IL,Combined,13.17
IN,Combined,10.09
IA,Blind,12.02
IA,General,14.73
KS,Combined,15.33
KY,Blind,11.92
KY,General,14.60
LA,Combined,13.53
ME,Blind,13.46
ME,General,16.02
MD,Combined,13.79
MA,Blind,11.10
MA,General,23.80
MI,Blind,12.17
MI,General,15.46
MN,Blind,10.59
MN,General,16.75
MS,Combined,12.16
MO,Blind,12.53
MO,General,14.27
MT,Combined,9.55
NE,Blind,12.88
NE,General,14.56
NV,Combined,11.96
NH,Combined,12.35
NJ,Blind,11.85
NJ,General,17.52
NM,Blind,11.99
NM,General,19.76
NY,Blind,11.03
NY,General,20.78
NC,Blind,13.62
NC,General,12.44
ND,Combined,11.80
OH,Combined,11.60
OK,Combined,12.50
OR,Blind,12.55
OR,General,17.77
PA,Combined,9.31
RI,Combined,11.44
SC,Blind,10.51
SC,General,13.30
SD,Blind,10.17
SD,General,12.71
TN,Combined,13.25
TX,Blind,11.61
TX,General,13.44
UT,Combined,10.24
VT,Blind,18.41
VT,General,12.39
VA,Blind,11.20
VA,General,16.20
WA,Blind,20.46
WA,General,12.59
WV,Combined,13.20
WI,Combined,11.75
WY,Combined,12.06
PR,Combined,12.27

Table 15.1 Employment Policy - Social Security Disability Insurance Allowance Rate for People Living in the United States, by State: 2022
State,"SSDI Allowance Rate (%)"
US,-
AL,35.3
AK,57.7
AZ,35.7
AR,38.7
CA,36
CO,39.2
CT,45.7
DE,38.1
DC,33.8
FL,41.6
GA,39
HI,36.6
ID,44.7
IL,41.1
IN,35
IA,46.1
KS,47.6
KY,34.6
LA,36.5
ME,38.4
MD,46.8
MA,42.1
MI,38.6
MN,41.6
MS,33.8
MO,41.3
MT,43.9
NE,46.6
NV,40.3
NH,52.2
NJ,41.8
NM,34.8
NY,38.7
NC,37.3
ND,52
OH,38.8
OK,32.5
OR,41.6
PA,38.1
RI,47.4
SC,42.5
SD,42
TN,39.9
TX,34
UT,48.8
VT,51.1
VA,44.4
WA,42.4
WV,34.7
WI,45.9
WY,43.9

Table 15.2 Employment Policy - State Earned Income Tax Credits for People Living in the United States: 2022
State,"Earned Income Tax Credit Rates (%)"
US,-
AL,-
AK,-
AZ,-
AR,-
CA,45
CO,10
CT,23
DE,20
DC,40
FL,-
GA,-
HI,20
ID,-
IL,18
IN,9
IA,15
KS,17
KY,-
LA,3.5
ME,5
MD,50
MA,30
MI,6
MN,45
MS,-
MO,-
MT,3
NE,10
NV,-
NH,-
NJ,39
NM,10
NY,30
NC,-
ND,-
OH,30
OK,5
OR,9
PA,-
RI,15
SC,41.67
SD,-
TN,-
TX,-
UT,-
VT,36
VA,20
WA,-
WV,-
WI,34
WY,-

Table 15.3 Employment Policy - Monthly Supplemental Security Income Supplementary Payments for People Living in the United States, by State: 2011
State,"SSI Supplementary Payments ($)","Living Arrangement by State"
US,-,"Not applicable"
AL,60,"Receiving independent home care in private home or personal care home, level of independence A"
AK,362,"Living independently"
AZ,-,"No Program"
AR,-,"No Program"
CA,171,"Living idependently with cooking facilities - aged and disabled"
CO,25,"Living independently or in the household of another"
CT,168,"Independent community living"
DE,140,"Certified adult residential care facility"
DC,485,"Adult foster care home (50 beds or less)"
FL,78.4,"Adult family care home"
GA,20,"Medicaid facility"
HI,651.9,"Foster care home"
ID,53,"Living independently or in the household of another"
IL,-,"No data available"
IN,827.06,"Licensed residential facility"
IA,22,"Living independently - blind"
KS,32,"Medicaid facility"
KY,520,"Personal care facility"
LA,8,"Medicaid facility"
ME,10,"Living alone or with others"
MD,66,"Care home - minimal supervision"
MA,114.39,"Living indpendently - disabled"
MI,14,"Living independently"
MN,81,"Living independently"
MS,-,"No Program"
MO,156,"Licensed residential care facility - level 1"
MT,94,"Assisted living facility"
NE,5,"Living independently"
NV,109.3,"Living independently - blind"
NH,27,"Living independently or in the household of another"
NJ,31.25,"Living alone or with others"
NM,100,"Licensed adult residential care home"
NY,87,"Living alone"
NC,554,"Adult care home - basic (aged, blind, and disabled)"
ND,-,"No Program"
OH,506,"Adult family or foster home"
OK,42,"Living independently"
OR,-,"No Program"
PA,22.1,"Living alone"
RI,39.92,"Living alone"
SC,483,"Licensed community residential care facility"
SD,15,"Living independently"
TN,-,"No Program"
TX,60,"Medicaid facility"
UT,3.13,"Living in the household of another"
VT,52.04,"Living independently"
VA,686,"Assisted living facility - planning district 8"
WA,46,"Living independently"
WV,-,"No Program"
WI,83.78,"Living independently"
WY,25,"Living independently"

Table 15.4 Employment Policy - Minimum Wage Rates for People Living in the United States, by State: 2022
State,"Minimum Wage Rate ($)"
US,7.25
AL,7.25
AK,10.34
AZ,12.8
AR,11
CA,14
CO,12.56
CT,14
DE,10.5
DC,16.1
FL,10
GA,7.25
HI,12
ID,7.25
IL,12
IN,7.25
IA,7.25
KS,7.25
KY,7.25
LA,7.25
ME,12.75
MD,12.5
MA,14.25
MI,9.87
MN,10.33
MS,7.25
MO,11.15
MT,9.2
NE,9
NV,10.5
NH,7.25
NJ,13
NM,11.5
NY,13.2
NC,7.25
ND,7.25
OH,9.3
OK,7.25
OR,13.5
PA,7.25
RI,12.25
SC,7.25
SD,9.95
TN,7.25
TX,7.25
UT,7.25
VT,12.55
VA,11
WA,14.49
WV,8.75
WI,7.25
WY,7.25

Table 16.1: Number and Percentage Voting and Not Voting, by Disability Status and Disability Type: 2020
Geography,"Disability Indicator","Total number of citizens eligible to vote","Voting: Count","Voting: %","Not Voting: Count","Not Voting: %"
U.S.,"Total citizens","231,590,000","154,630,000",66.8,"76,960,000",33.2
U.S.,"No Disability","202,870,000","136,890,000",67.5,"65,990,000",32.5
U.S.,Disability,"28,720,000","17,740,000",61.8,"10,980,000",38.2
U.S.,"Hearing Disability","8,850,000","6,060,000",68.5,"2,780,000",31.5
U.S.,"Vision Disability","3,870,000","2,290,000",59.2,"1,580,000",40.8
U.S.,"Cognitive Disability","9,170,000","4,650,000",50.7,"4,520,000",49.3
U.S.,"Ambulatory Disability","16,300,000","9,840,000",60.4,"6,460,000",39.6
U.S.,"Self-Care Disability","4,570,000","2,260,000",49.4,"2,310,000",50.6
U.S.,"Independent Living Disability","10,310,000","5,320,000",51.6,"4,990,000",48.4

Table 16.2: Number and Percentage Voting, by Demographic Characteristics, Region, Employment Status and Disability Status: 2020
Geography,Groups,"Disability: Count","Disability: %","No Disability: Count","No Disability: %","Disability Gap: Percentage Points"
U.S.,"Total Eligible Voters","17,740,000",61.8,"136,890,000",67.5,-5.7
U.S.,Women,"9,480,000",62.7,"72,670,000",69.2,-6.5
U.S.,Men,"8,260,000",60.8,"64,220,000",65.6,-4.9
U.S.,"White non-Hispanic","13,140,000",64.8,"96,690,000",71.9,-7.1
U.S.,"Black non-Hispanic","2,250,000",57.7,"15,840,000",63.6,-5.9
U.S.,Hispanic/Latino,"1,470,000",50.6,"14,990,000",54.1,-3.5
U.S.,"Other race/ethnicity","890,000",54.3,"9,360,000",59.6,-5.4
U.S.,"Age 18-34","1,460,000",46.1,"36,380,000",57.3,-11.2
U.S.,"Age 35-49","1,810,000",52.8,"33,390,000",66.8,-14.1
U.S.,"Age 50-64","4,590,000",60.5,"37,270,000",73.7,-13.2
U.S.,"Age 65+","9,880,000",68,"29,840,000",76.9,-8.9
U.S.,Northeast,"3,040,000",63.8,"24,310,000",69.6,-5.9
U.S.,Midwest,"4,040,000",63.1,"30,170,000",69.4,-6.3
U.S.,South,"6,660,000",59.5,"50,400,000",65.4,-5.9
U.S.,West,"4,000,000",62.9,"32,000,000",67.5,-4.6
U.S.,Employed,"3,720,000",70.9,"90,360,000",69.2,1.7
U.S.,"Not employed","14,020,000",59.7,"46,530,000",64.4,-4.7

Table 16.3: Number and Percentage Voting, by State and Disability Status: 2020
State,"Disability: Count","Disability: %","No Disability: Count","No Disability: %","Disability Gap: Percentage Point"
U.S.,"17,740,000",61.8,"136,890,000",67.5,-5.7
AL,"270,000",52.5,"1,980,000",61.8,-9.3
AK,"30,000",55.6,"300,000",64.9,-9.3
AZ,"450,000",76.8,"3,200,000",71.3,5.6
AR,"160,000",48,"1,020,000",55.1,-7.2
CA,"1,660,000",58.8,"15,230,000",65.9,-7
CO,"300,000",66.4,"2,530,000",67.7,-1.3
CT,"190,000",63.7,"1,490,000",67,-3.3
DE,"50,000",58.6,"440,000",68.9,-10.3
DC,"40,000",80.7,"410,000",84.3,-3.6
FL,"1,070,000",61.6,"8,650,000",62.2,-0.6
GA,"500,000",62.8,"4,390,000",66.4,-3.6
HI,"70,000",61.1,"560,000",64.8,-3.6
ID,"110,000",59.7,"730,000",65.8,-6.1
IL,"650,000",64.3,"5,410,000",68.9,-4.6
IN,"350,000",59.3,"2,650,000",61.3,-2
IA,"170,000",67.4,"1,450,000",70.9,-3.5
KS,"160,000",58.7,"1,140,000",66.8,-8.1
KY,"380,000",64.1,"1,830,000",69.5,-5.3
LA,"270,000",57.7,"1,770,000",62.6,-4.8
ME,"140,000",68.8,"630,000",71.9,-3.1
MD,"250,000",59.4,"2,910,000",75.1,-15.7
MA,"340,000",63.7,"2,910,000",66.7,-3
MI,"630,000",60.1,"4,370,000",68,-7.9
MN,"340,000",76.3,"2,880,000",78.1,-1.8
MS,"220,000",62.6,"1,310,000",71.8,-9.2
MO,"420,000",62.1,"2,570,000",67.7,-5.6
MT,"70,000",70.6,"540,000",73.9,-3.2
NE,"110,000",62.8,"780,000",65.5,-2.7
NV,"160,000",59.8,"1,190,000",61.7,-2
NH,"90,000",64.3,"700,000",75.5,-11.3
NJ,"460,000",71.6,"4,180,000",79.1,-7.5
NM,"140,000",64.7,"800,000",62.3,2.4
NY,"910,000",61.4,"7,700,000",65.2,-3.8
NC,"590,000",59,"4,190,000",65.6,-6.6
ND,"40,000",73.1,"330,000",66.4,6.8
OH,"760,000",62.5,"5,370,000",71.4,-8.9
OK,"270,000",55.5,"1,360,000",58.8,-3.4
OR,"330,000",70.6,"2,070,000",74.7,-4
PA,"810,000",61.8,"5,940,000",71.6,-9.8
RI,"70,000",62.6,"440,000",67,-4.4
SC,"310,000",60,"2,150,000",64,-4
SD,"50,000",54.4,"330,000",59.2,-4.8
TN,"380,000",53.9,"2,970,000",68.5,-14.6
TX,"1,320,000",59.4,"10,550,000",64.5,-5.2
UT,"120,000",56.4,"1,270,000",64.4,-8
VT,"30,000",67.7,"310,000",68.5,-0.7
VA,"430,000",68.3,"3,840,000",71.9,-3.6
WA,"510,000",63.6,"3,340,000",72.9,-9.4
WV,"140,000",53.7,"630,000",56.6,-3
WI,"350,000",63.6,"2,900,000",75,-11.4
WY,"40,000",61.4,"240,000",66.2,-4.9

Table 16.4: Number and Percentage Voting by Voting Method and Disability Status: 2020
Geography,"Voting Method","Disability: Count","Disability: Percent","No Disability: Count","No Disability: Percent","Disability Gap: Percentage Points"
U.S.,Total,"17,740,000",100,"136,890,000",100,-
U.S.,"At polling place on election day","4,540,000",25.8,"42,410,000",31.2,-5.5
U.S.,"At polling place before election day","3,710,000",21.1,"36,520,000",26.9,-5.8
U.S.,"By mail before election day","9,150,000",51.9,"54,890,000",40.4,11.5
U.S.,"By mail on election day","220,000",1.3,"2,090,000",1.5,-0.3

Table 16.5: Number and Percentage Registered But Not Voting by Reason for not Voting and Disability Status: 2020
Geography,"Reasons for not voting [1]","Disability: Count","Disability: Percent","No Disability: Count","No Disability: Percent","Disability Gap: Percentage Points"
U.S.,"Total number of non-voters","2,260,000",100,"10,140,000",100,-
U.S.,"Illness or disability","820,000",36.5,"840,000",8.3,28.2
U.S.,"Not interested - felt my vote wouldn't make a difference","290,000",13,"1,960,000",19.3,-6.3
U.S.,"Didn't like candidates or campaign issues","260,000",11.3,"1,610,000",15.9,-4.6
U.S.,"Concerns about the coronavirus - COVID-19 pandemic","120,000",5.4,"430,000",4.2,1.2
U.S.,"Too busy- conflicting work or school schedule","100,000",4.3,"1,580,000",15.6,-11.3
U.S.,"Transportation problems","90,000",4,"210,000",2.1,1.9
U.S.,"Forgot to vote or send in absentee ballot","80,000",3.7,"390,000",3.9,-0.2
U.S.,"Registration problems i.e., didn't receive absentee ballot, not registered in current location","80,000",3.7,"550,000",5.4,-1.7
U.S.,"Out of town or away from home","60,000",2.5,"720,000",7.1,-4.6
U.S.,"Inconvenient hours, polling place or hours or lines too long","40,000",1.7,"300,000",2.9,-1.2
U.S.,"Bad weather conditions",0,0.2,0,0,0.2
U.S.,Other,"310,000",13.7,"1,550,000",15.3,-1.6

